shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"7","-12.978861","-38.464049","1","0"
"7","-12.979285","-38.464275","2","53"
"7","-12.979745","-38.464835","3","132"
"7","-12.980126","-38.465516","4","217"
"7","-12.980309","-38.465698","5","245"
"7","-12.980550","-38.465867","6","277"
"7","-12.980804","-38.465937","7","306"
"7","-12.981070","-38.465983","8","336"
"7","-12.981274","-38.466010","9","359"
"7","-12.981611","-38.466055","10","397"
"7","-12.981789","-38.466104","11","418"
"7","-12.982113","-38.466219","12","456"
"7","-12.982391","-38.466401","13","493"
"7","-12.982757","-38.466600","14","539"
"7","-12.983196","-38.466761","15","591"
"7","-12.983593","-38.466911","16","638"
"7","-12.983990","-38.466932","17","682"
"7","-12.984241","-38.466954","18","710"
"7","-12.984785","-38.467018","19","771"
"7","-12.985193","-38.467050","20","817"
"7","-12.985694","-38.467061","21","873"
"7","-12.986230","-38.467108","22","933"
"7","-12.986669","-38.467151","23","982"
"7","-12.987265","-38.467344","24","1052"
"7","-12.987714","-38.467623","25","1110"
"7","-12.988028","-38.468192","26","1181"
"7","-12.988425","-38.469168","27","1296"
"7","-12.988603","-38.469887","28","1376"
"7","-12.988844","-38.470758","29","1474"
"7","-12.989000","-38.471595","30","1566"
"7","-12.989115","-38.472131","31","1626"
"7","-12.989387","-38.472603","32","1685"
"7","-12.989764","-38.473108","33","1754"
"7","-12.990043","-38.473348","34","1795"
"7","-12.990597","-38.473927","35","1883"
"7","-12.991005","-38.474388","36","1951"
"7","-12.991737","-38.475118","37","2065"
"7","-12.992249","-38.475483","38","2134"
"7","-12.992709","-38.475697","39","2190"
"7","-12.993138","-38.475740","40","2238"
"7","-12.993483","-38.475730","41","2276"
"7","-12.993995","-38.475730","42","2333"
"7","-12.994601","-38.475579","43","2402"
"7","-12.994957","-38.475376","44","2447"
"7","-12.995385","-38.474946","45","2514"
"7","-12.995678","-38.474528","46","2570"
"7","-12.995762","-38.474034","47","2624"
"7","-12.995856","-38.473541","48","2678"
"7","-12.995929","-38.472983","49","2739"
"7","-12.996013","-38.472350","50","2808"
"7","-12.996138","-38.471717","51","2878"
"7","-12.996169","-38.471095","52","2946"
"7","-12.996232","-38.470387","53","3023"
"7","-12.996243","-38.469582","54","3110"
"7","-12.996274","-38.468863","55","3188"
"7","-12.996347","-38.468134","56","3267"
"7","-12.996358","-38.467619","57","3323"
"7","-12.996419","-38.467186","58","3370"
"7","-12.996462","-38.466864","59","3405"
"7","-12.996534","-38.466451","60","3451"
"7","-12.996662","-38.466021","61","3500"
"7","-12.996750","-38.465571","62","3550"
"7","-12.996961","-38.464970","63","3619"
"7","-12.997003","-38.464700","64","3649"
"7","-12.997159","-38.464281","65","3698"
"7","-12.997327","-38.463874","66","3746"
"7","-12.997525","-38.463595","67","3783"
"7","-12.997787","-38.463166","68","3838"
"7","-12.997922","-38.462865","69","3874"
"7","-12.998226","-38.462436","70","3932"
"7","-12.998890","-38.461423","71","4064"
"7","-12.999371","-38.460676","72","4161"
"7","-13.000265","-38.459850","73","4295"
"7","-13.000296","-38.459625","74","4320"
"7","-13.000191","-38.459477","75","4340"
"8","-13.000233","-38.459493","1","0"
"8","-13.000065","-38.459386","2","22"
"8","-12.999839","-38.459695","3","64"
"8","-12.999671","-38.459973","4","99"
"8","-12.999490","-38.460290","5","139"
"8","-12.999273","-38.460607","6","181"
"8","-12.999119","-38.460832","7","211"
"8","-12.998976","-38.461086","8","243"
"8","-12.998811","-38.461370","9","279"
"8","-12.998595","-38.461714","10","323"
"8","-12.998446","-38.461961","11","355"
"8","-12.998320","-38.462191","12","384"
"8","-12.998213","-38.462392","13","409"
"8","-12.998065","-38.462622","14","439"
"8","-12.997866","-38.462942","15","480"
"8","-12.997647","-38.463296","16","525"
"8","-12.997451","-38.463507","17","557"
"8","-12.997231","-38.463811","18","598"
"8","-12.997064","-38.464098","19","634"
"8","-12.996970","-38.464326","20","661"
"8","-12.996857","-38.464653","21","699"
"8","-12.996692","-38.465133","22","754"
"8","-12.996606","-38.465428","23","787"
"8","-12.996520","-38.465729","24","821"
"8","-12.996431","-38.466171","25","870"
"8","-12.996362","-38.466521","26","909"
"8","-12.996315","-38.466886","27","949"
"8","-12.996253","-38.467363","28","1001"
"8","-12.996216","-38.467739","29","1042"
"8","-12.996212","-38.468167","30","1088"
"8","-12.996181","-38.468617","31","1137"
"8","-12.996165","-38.469052","32","1184"
"8","-12.996155","-38.469529","33","1236"
"8","-12.996123","-38.470071","34","1295"
"8","-12.996102","-38.470495","35","1341"
"8","-12.996061","-38.471037","36","1400"
"8","-12.996082","-38.471350","37","1434"
"8","-12.996035","-38.471784","38","1481"
"8","-12.995982","-38.472396","39","1548"
"8","-12.995841","-38.473029","40","1618"
"8","-12.995745","-38.473422","41","1662"
"8","-12.995593","-38.473959","42","1723"
"8","-12.995495","-38.474345","43","1766"
"8","-12.995526","-38.474935","44","1830"
"8","-12.995505","-38.475783","45","1922"
"8","-12.995756","-38.476791","46","2035"
"8","-12.995955","-38.477091","47","2074"
"8","-12.996237","-38.477306","48","2113"
"8","-12.996457","-38.477628","49","2156"
"8","-12.996739","-38.477982","50","2206"
"8","-12.996990","-38.478046","51","2235"
"8","-12.997105","-38.477853","52","2260"
"8","-12.996896","-38.477585","53","2297"
"8","-12.996603","-38.477242","54","2346"
"8","-12.996362","-38.476931","55","2389"
"8","-12.996070","-38.476534","56","2443"
"8","-12.995798","-38.476137","57","2496"
"8","-12.995484","-38.475922","58","2538"
"8","-12.995066","-38.475611","59","2595"
"8","-12.994418","-38.475439","60","2670"
"8","-12.993759","-38.475461","61","2743"
"8","-12.993038","-38.475439","62","2823"
"8","-12.992442","-38.475375","63","2890"
"8","-12.991836","-38.474967","64","2971"
"8","-12.991449","-38.474681","65","3024"
"8","-12.991031","-38.474251","66","3090"
"8","-12.990539","-38.473854","67","3160"
"8","-12.990163","-38.473436","68","3222"
"8","-12.989787","-38.473007","69","3285"
"8","-12.989494","-38.472513","70","3348"
"8","-12.989379","-38.472052","71","3400"
"8","-12.989285","-38.471601","72","3450"
"8","-12.989170","-38.471258","73","3489"
"8","-12.989065","-38.470732","74","3547"
"8","-12.988950","-38.470196","75","3607"
"8","-12.988626","-38.469574","76","3684"
"8","-12.988365","-38.468962","77","3756"
"8","-12.988072","-38.468254","78","3839"
"8","-12.987831","-38.467818","79","3893"
"8","-12.987622","-38.467357","80","3948"
"8","-12.986900","-38.466938","81","4040"
"8","-12.986064","-38.466831","82","4134"
"8","-12.985301","-38.466777","83","4219"
"8","-12.984642","-38.466745","84","4292"
"8","-12.983858","-38.466670","85","4380"
"8","-12.982875","-38.466498","86","4491"
"8","-12.982217","-38.466209","87","4571"
"8","-12.981548","-38.466016","88","4648"
"8","-12.980575","-38.465887","89","4757"
"8","-12.980021","-38.465383","90","4839"
"8","-12.979127","-38.463924","91","5026"
"8","-12.978186","-38.462534","92","5210"
"8","-12.976781","-38.461473","93","5404"
"8","-12.977465","-38.462379","94","5528"
"8","-12.978628","-38.463570","95","5711"
"9","-12.979008","-38.463724","1","0"
"9","-12.979429","-38.464210","2","71"
"9","-12.979625","-38.464585","3","117"
"9","-12.979805","-38.464958","4","162"
"9","-12.979915","-38.465183","5","189"
"9","-12.980098","-38.465492","6","228"
"9","-12.980235","-38.465647","7","251"
"9","-12.980403","-38.465805","8","276"
"9","-12.980539","-38.465877","9","293"
"9","-12.980691","-38.465958","10","312"
"9","-12.980866","-38.466017","11","333"
"9","-12.981077","-38.466054","12","357"
"9","-12.981194","-38.466060","13","370"
"9","-12.981421","-38.466046","14","395"
"9","-12.981599","-38.466049","15","415"
"9","-12.981772","-38.466057","16","434"
"9","-12.982115","-38.466124","17","473"
"9","-12.982256","-38.466189","18","490"
"9","-12.982512","-38.466307","19","521"
"9","-12.982773","-38.466414","20","552"
"9","-12.983030","-38.466597","21","587"
"9","-12.983280","-38.466758","22","620"
"9","-12.983683","-38.466881","23","667"
"9","-12.984017","-38.466935","24","705"
"9","-12.984274","-38.466962","25","734"
"9","-12.984650","-38.466972","26","776"
"9","-12.984922","-38.466999","27","806"
"9","-12.985220","-38.467004","28","839"
"9","-12.985612","-38.467031","29","883"
"9","-12.986030","-38.467047","30","930"
"9","-12.986495","-38.467101","31","982"
"9","-12.986875","-38.467154","32","1025"
"9","-12.987152","-38.467239","33","1057"
"9","-12.987497","-38.467416","34","1100"
"9","-12.987768","-38.467728","35","1145"
"9","-12.987941","-38.468012","36","1181"
"9","-12.988113","-38.468479","37","1235"
"9","-12.988260","-38.468779","38","1271"
"9","-12.988369","-38.469026","39","1300"
"9","-12.988486","-38.469356","40","1338"
"9","-12.988642","-38.469759","41","1385"
"9","-12.988742","-38.470027","42","1416"
"9","-12.988846","-38.470488","43","1467"
"9","-12.988925","-38.470815","44","1504"
"9","-12.989055","-38.471400","45","1569"
"9","-12.989129","-38.471904","46","1624"
"9","-12.989301","-38.472398","47","1681"
"9","-12.989415","-38.472644","48","1711"
"9","-12.989724","-38.472971","49","1760"
"9","-12.990006","-38.473299","50","1807"
"9","-12.990299","-38.473594","51","1853"
"9","-12.990764","-38.474125","52","1930"
"9","-12.991219","-38.474575","53","2000"
"9","-12.991501","-38.474843","54","2043"
"9","-12.991788","-38.475154","55","2089"
"9","-12.992091","-38.475380","56","2131"
"9","-12.992661","-38.475600","57","2199"
"9","-12.993005","-38.475680","58","2238"
"9","-12.993277","-38.475718","59","2269"
"9","-12.993820","-38.475723","60","2329"
"9","-12.994359","-38.475659","61","2389"
"9","-12.994651","-38.475589","62","2422"
"9","-12.994965","-38.475439","63","2461"
"9","-12.995237","-38.475178","64","2502"
"9","-12.995441","-38.474969","65","2534"
"9","-12.995713","-38.474545","66","2589"
"9","-12.995744","-38.474143","67","2633"
"9","-12.995822","-38.473649","68","2687"
"9","-12.995896","-38.473247","69","2731"
"9","-12.995969","-38.472871","70","2773"
"9","-12.996052","-38.472501","71","2814"
"9","-12.996131","-38.472093","72","2859"
"9","-12.996157","-38.471654","73","2907"
"9","-12.996169","-38.471427","74","2932"
"9","-12.996164","-38.471191","75","2958"
"9","-12.996185","-38.470896","76","2990"
"9","-12.996211","-38.470505","77","3033"
"9","-12.996216","-38.470011","78","3087"
"9","-12.996258","-38.469518","79","3141"
"9","-12.996269","-38.469121","80","3184"
"9","-12.996279","-38.468885","81","3210"
"9","-12.996321","-38.468455","82","3257"
"9","-12.996346","-38.468186","83","3286"
"9","-12.996362","-38.467789","84","3329"
"9","-12.996388","-38.467349","85","3377"
"9","-12.996440","-38.466877","86","3429"
"9","-12.996519","-38.466470","87","3474"
"9","-12.996618","-38.465982","88","3528"
"9","-12.996733","-38.465515","89","3580"
"9","-12.996853","-38.465064","90","3631"
"9","-12.996926","-38.464780","91","3663"
"9","-12.997055","-38.464435","92","3703"
"9","-12.997191","-38.464108","93","3742"
"9","-12.997312","-38.463845","94","3774"
"9","-12.997416","-38.463684","95","3795"
"9","-12.997552","-38.463459","96","3824"
"9","-12.997724","-38.463174","97","3860"
"9","-12.997892","-38.462949","98","3891"
"9","-12.998106","-38.462665","99","3930"
"9","-12.998270","-38.462371","100","3967"
"9","-12.998453","-38.462108","101","4002"
"9","-12.998599","-38.461861","102","4033"
"9","-12.998730","-38.461673","103","4058"
"9","-12.998908","-38.461373","104","4096"
"9","-12.999159","-38.461008","105","4144"
"9","-12.999336","-38.460777","106","4176"
"9","-12.999514","-38.460498","107","4212"
"9","-12.999749","-38.460278","108","4247"
"9","-12.999870","-38.460155","109","4266"
"9","-13.000079","-38.460032","110","4293"
"9","-13.000178","-38.459930","111","4309"
"9","-13.000225","-38.459823","112","4322"
"9","-13.000225","-38.459683","113","4337"
"9","-13.000183","-38.459560","114","4351"
"9","-13.000063","-38.459495","115","4366"
"9","-12.999932","-38.459635","116","4387"
"10","-13.000002","-38.459537","1","0"
"10","-12.999782","-38.459832","2","40"
"10","-12.999576","-38.460189","3","85"
"10","-12.999393","-38.460500","4","124"
"10","-12.999181","-38.460830","5","167"
"10","-12.999073","-38.461015","6","190"
"10","-12.998874","-38.461342","7","232"
"10","-12.998602","-38.461804","8","291"
"10","-12.998352","-38.462195","9","342"
"10","-12.998252","-38.462351","10","362"
"10","-12.998111","-38.462571","11","391"
"10","-12.997923","-38.462812","12","424"
"10","-12.997766","-38.463043","13","455"
"10","-12.997604","-38.463295","14","488"
"10","-12.997421","-38.463649","15","531"
"10","-12.997280","-38.463869","16","560"
"10","-12.997134","-38.464100","17","590"
"10","-12.997008","-38.464416","18","627"
"10","-12.996862","-38.464760","19","668"
"10","-12.996716","-38.465237","20","722"
"10","-12.996616","-38.465570","21","760"
"10","-12.996506","-38.466068","22","815"
"10","-12.996449","-38.466381","23","850"
"10","-12.996397","-38.466601","24","875"
"10","-12.996350","-38.467014","25","920"
"10","-12.996344","-38.467309","26","952"
"10","-12.996313","-38.467728","27","998"
"10","-12.996292","-38.468119","28","1040"
"10","-12.996276","-38.468511","29","1083"
"10","-12.996240","-38.468752","30","1109"
"10","-12.996203","-38.469106","31","1148"
"10","-12.996188","-38.469417","32","1182"
"10","-12.996172","-38.469895","33","1234"
"10","-12.996135","-38.470485","34","1298"
"10","-12.996130","-38.470930","35","1346"
"10","-12.996104","-38.471365","36","1393"
"10","-12.996088","-38.471805","37","1441"
"10","-12.996036","-38.472309","38","1496"
"10","-12.995942","-38.472835","39","1554"
"10","-12.995665","-38.473827","40","1666"
"10","-12.995592","-38.474138","41","1701"
"10","-12.995513","-38.474610","42","1753"
"10","-12.995482","-38.475018","43","1797"
"10","-12.995477","-38.475533","44","1853"
"10","-12.995550","-38.475973","45","1901"
"10","-12.995613","-38.476364","46","1944"
"10","-12.995811","-38.476804","47","1997"
"10","-12.995989","-38.477126","48","2037"
"10","-12.996177","-38.477480","49","2081"
"10","-12.996506","-38.477936","50","2143"
"10","-12.996700","-38.478215","51","2180"
"10","-12.996918","-38.478420","52","2213"
"10","-12.997049","-38.478575","53","2235"
"10","-12.997190","-38.478629","54","2252"
"10","-12.997310","-38.478543","55","2268"
"10","-12.997362","-38.478457","56","2279"
"10","-12.997373","-38.478377","57","2288"
"10","-12.997394","-38.478286","58","2298"
"10","-12.997415","-38.478173","59","2310"
"10","-12.997336","-38.478028","60","2328"
"10","-12.997200","-38.477846","61","2353"
"10","-12.997070","-38.477663","62","2378"
"10","-12.996955","-38.477459","63","2404"
"10","-12.996735","-38.477234","64","2439"
"10","-12.996531","-38.476982","65","2475"
"10","-12.996317","-38.476730","66","2511"
"10","-12.996160","-38.476505","67","2541"
"10","-12.996019","-38.476333","68","2565"
"10","-12.995789","-38.476049","69","2605"
"10","-12.995627","-38.475893","70","2630"
"10","-12.995350","-38.475678","71","2669"
"10","-12.994963","-38.475541","72","2715"
"10","-12.994576","-38.475428","73","2760"
"10","-12.994113","-38.475369","74","2812"
"10","-12.993616","-38.475396","75","2867"
"10","-12.993193","-38.475417","76","2914"
"10","-12.992795","-38.475412","77","2958"
"10","-12.992377","-38.475321","78","3006"
"10","-12.991943","-38.475063","79","3062"
"10","-12.991656","-38.474806","80","3104"
"10","-12.991421","-38.474564","81","3141"
"10","-12.991149","-38.474280","82","3184"
"10","-12.990861","-38.473985","83","3229"
"10","-12.990621","-38.473754","84","3266"
"10","-12.990380","-38.473513","85","3303"
"10","-12.990145","-38.473255","86","3341"
"10","-12.989824","-38.472935","87","3391"
"10","-12.989604","-38.472672","88","3429"
"10","-12.989468","-38.472351","89","3467"
"10","-12.989353","-38.472029","90","3504"
"10","-12.989275","-38.471610","91","3550"
"10","-12.989219","-38.471174","92","3598"
"10","-12.989099","-38.470649","93","3656"
"10","-12.988963","-38.470193","94","3708"
"10","-12.988738","-38.469683","95","3769"
"10","-12.988560","-38.469297","96","3815"
"10","-12.988269","-38.468678","97","3890"
"10","-12.988081","-38.468206","98","3945"
"10","-12.987961","-38.467922","99","3979"
"10","-12.987820","-38.467654","100","4012"
"10","-12.987626","-38.467359","101","4051"
"10","-12.987360","-38.467150","102","4088"
"10","-12.987031","-38.466978","103","4129"
"10","-12.986534","-38.466887","104","4185"
"10","-12.985907","-38.466838","105","4255"
"10","-12.985418","-38.466801","106","4310"
"10","-12.985037","-38.466785","107","4352"
"10","-12.984436","-38.466769","108","4419"
"10","-12.983908","-38.466699","109","4478"
"10","-12.983312","-38.466640","110","4545"
"10","-12.982994","-38.466516","111","4583"
"10","-12.982602","-38.466398","112","4628"
"10","-12.982226","-38.466247","113","4673"
"10","-12.981907","-38.466092","114","4712"
"10","-12.981651","-38.466011","115","4742"
"10","-12.981217","-38.466011","116","4790"
"10","-12.980762","-38.465947","117","4841"
"10","-12.980475","-38.465791","118","4877"
"10","-12.980250","-38.465577","119","4911"
"10","-12.980025","-38.465298","120","4950"
"10","-12.979879","-38.464922","121","4994"
"10","-12.979733","-38.464606","122","5032"
"10","-12.979534","-38.464311","123","5071"
"10","-12.979356","-38.464026","124","5108"
"10","-12.979232","-38.463812","125","5135"
"10","-12.979127","-38.463667","126","5155"
"13","-12.978861","-38.464049","1","0"
"13","-12.979285","-38.464275","2","53"
"13","-12.979745","-38.464835","3","132"
"13","-12.980126","-38.465516","4","217"
"13","-12.980309","-38.465698","5","245"
"13","-12.980550","-38.465867","6","277"
"13","-12.980804","-38.465937","7","306"
"13","-12.981070","-38.465983","8","336"
"13","-12.981274","-38.466010","9","359"
"13","-12.981611","-38.466055","10","397"
"13","-12.981789","-38.466104","11","418"
"13","-12.982113","-38.466219","12","456"
"13","-12.982391","-38.466401","13","493"
"13","-12.982757","-38.466600","14","539"
"13","-12.983196","-38.466761","15","591"
"13","-12.983593","-38.466911","16","638"
"13","-12.983990","-38.466932","17","682"
"13","-12.984241","-38.466954","18","710"
"13","-12.984785","-38.467018","19","771"
"13","-12.985193","-38.467050","20","817"
"13","-12.985694","-38.467061","21","873"
"13","-12.986230","-38.467108","22","933"
"13","-12.986669","-38.467151","23","982"
"13","-12.987265","-38.467344","24","1052"
"13","-12.987714","-38.467623","25","1110"
"13","-12.988028","-38.468192","26","1181"
"13","-12.988425","-38.469168","27","1296"
"13","-12.988603","-38.469887","28","1376"
"13","-12.988844","-38.470758","29","1474"
"13","-12.989000","-38.471595","30","1566"
"13","-12.989115","-38.472131","31","1626"
"13","-12.989387","-38.472603","32","1685"
"13","-12.989764","-38.473108","33","1754"
"13","-12.990043","-38.473348","34","1795"
"13","-12.990597","-38.473927","35","1883"
"13","-12.991005","-38.474388","36","1951"
"13","-12.991737","-38.475118","37","2065"
"13","-12.992249","-38.475483","38","2134"
"13","-12.992709","-38.475697","39","2190"
"13","-12.993138","-38.475740","40","2238"
"13","-12.993483","-38.475730","41","2276"
"13","-12.993995","-38.475730","42","2333"
"13","-12.994601","-38.475579","43","2402"
"13","-12.994957","-38.475376","44","2447"
"13","-12.995385","-38.474946","45","2514"
"13","-12.995678","-38.474528","46","2570"
"13","-12.995762","-38.474034","47","2624"
"13","-12.995856","-38.473541","48","2678"
"13","-12.995929","-38.472983","49","2739"
"13","-12.996013","-38.472350","50","2808"
"13","-12.996138","-38.471717","51","2878"
"13","-12.996169","-38.471095","52","2946"
"13","-12.996232","-38.470387","53","3023"
"13","-12.996243","-38.469582","54","3110"
"13","-12.996274","-38.468863","55","3188"
"13","-12.996347","-38.468134","56","3267"
"13","-12.996358","-38.467619","57","3323"
"13","-12.996419","-38.467186","58","3370"
"13","-12.996462","-38.466864","59","3405"
"13","-12.996534","-38.466451","60","3451"
"13","-12.996662","-38.466021","61","3500"
"13","-12.996750","-38.465571","62","3550"
"13","-12.996961","-38.464970","63","3619"
"13","-12.997003","-38.464700","64","3649"
"13","-12.997159","-38.464281","65","3698"
"13","-12.997327","-38.463874","66","3746"
"13","-12.997525","-38.463595","67","3783"
"13","-12.997787","-38.463166","68","3838"
"13","-12.997922","-38.462865","69","3874"
"13","-12.998226","-38.462436","70","3932"
"13","-12.998890","-38.461423","71","4064"
"13","-12.999371","-38.460676","72","4161"
"13","-13.000265","-38.459850","73","4295"
"13","-13.000777","-38.459711","74","4354"
"13","-13.002209","-38.459370","75","4518"
"13","-13.003956","-38.459024","76","4716"
"13","-13.005461","-38.458702","77","4887"
"13","-13.006256","-38.458520","78","4978"
"13","-13.006015","-38.457565","79","5085"
"13","-13.005639","-38.457597","80","5127"
"13","-13.005189","-38.457672","81","5178"
"14","-13.005826","-38.457449","1","0"
"14","-13.004425","-38.457748","2","159"
"14","-13.003406","-38.457989","3","275"
"14","-13.001719","-38.458364","4","467"
"14","-13.000635","-38.458957","5","604"
"14","-13.000065","-38.459386","6","683"
"14","-12.999839","-38.459695","7","725"
"14","-12.999671","-38.459973","8","760"
"14","-12.999490","-38.460290","9","800"
"14","-12.999273","-38.460607","10","842"
"14","-12.999119","-38.460832","11","872"
"14","-12.998976","-38.461086","12","904"
"14","-12.998811","-38.461370","13","940"
"14","-12.998595","-38.461714","14","984"
"14","-12.998446","-38.461961","15","1016"
"14","-12.998320","-38.462191","16","1045"
"14","-12.998213","-38.462392","17","1070"
"14","-12.998065","-38.462622","18","1100"
"14","-12.997866","-38.462942","19","1141"
"14","-12.997647","-38.463296","20","1186"
"14","-12.997451","-38.463507","21","1218"
"14","-12.997231","-38.463811","22","1259"
"14","-12.997064","-38.464098","23","1295"
"14","-12.996970","-38.464326","24","1322"
"14","-12.996857","-38.464653","25","1360"
"14","-12.996692","-38.465133","26","1415"
"14","-12.996606","-38.465428","27","1448"
"14","-12.996520","-38.465729","28","1482"
"14","-12.996431","-38.466171","29","1531"
"14","-12.996362","-38.466521","30","1570"
"14","-12.996315","-38.466886","31","1610"
"14","-12.996253","-38.467363","32","1662"
"14","-12.996216","-38.467739","33","1703"
"14","-12.996212","-38.468167","34","1749"
"14","-12.996181","-38.468617","35","1798"
"14","-12.996165","-38.469052","36","1845"
"14","-12.996155","-38.469529","37","1897"
"14","-12.996123","-38.470071","38","1956"
"14","-12.996102","-38.470495","39","2002"
"14","-12.996061","-38.471037","40","2061"
"14","-12.996082","-38.471350","41","2095"
"14","-12.996035","-38.471784","42","2142"
"14","-12.995982","-38.472396","43","2209"
"14","-12.995841","-38.473029","44","2279"
"14","-12.995745","-38.473422","45","2323"
"14","-12.995593","-38.473959","46","2384"
"14","-12.995495","-38.474345","47","2427"
"14","-12.995526","-38.474935","48","2491"
"14","-12.995505","-38.475783","49","2583"
"14","-12.995756","-38.476791","50","2696"
"14","-12.995955","-38.477091","51","2735"
"14","-12.996237","-38.477306","52","2774"
"14","-12.996457","-38.477628","53","2817"
"14","-12.996739","-38.477982","54","2867"
"14","-12.996990","-38.478046","55","2896"
"14","-12.997105","-38.477853","56","2921"
"14","-12.996896","-38.477585","57","2958"
"14","-12.996603","-38.477242","58","3007"
"14","-12.996362","-38.476931","59","3050"
"14","-12.996070","-38.476534","60","3104"
"14","-12.995798","-38.476137","61","3157"
"14","-12.995484","-38.475922","62","3199"
"14","-12.995066","-38.475611","63","3256"
"14","-12.994418","-38.475439","64","3331"
"14","-12.993759","-38.475461","65","3404"
"14","-12.993038","-38.475439","66","3484"
"14","-12.992442","-38.475375","67","3551"
"14","-12.991836","-38.474967","68","3632"
"14","-12.991449","-38.474681","69","3685"
"14","-12.991031","-38.474251","70","3751"
"14","-12.990539","-38.473854","71","3821"
"14","-12.990163","-38.473436","72","3883"
"14","-12.989787","-38.473007","73","3946"
"14","-12.989494","-38.472513","74","4009"
"14","-12.989379","-38.472052","75","4061"
"14","-12.989285","-38.471601","76","4111"
"14","-12.989170","-38.471258","77","4150"
"14","-12.989065","-38.470732","78","4208"
"14","-12.988950","-38.470196","79","4268"
"14","-12.988626","-38.469574","80","4345"
"14","-12.988365","-38.468962","81","4417"
"14","-12.988072","-38.468254","82","4500"
"14","-12.987831","-38.467818","83","4554"
"14","-12.987622","-38.467357","84","4609"
"14","-12.986900","-38.466938","85","4701"
"14","-12.986064","-38.466831","86","4795"
"14","-12.985301","-38.466777","87","4880"
"14","-12.984642","-38.466745","88","4953"
"14","-12.983858","-38.466670","89","5041"
"14","-12.982875","-38.466498","90","5152"
"14","-12.982217","-38.466209","91","5232"
"14","-12.981548","-38.466016","92","5309"
"14","-12.980575","-38.465887","93","5418"
"14","-12.979687","-38.464674","94","5583"
"14","-12.978808","-38.463452","95","5748"
"18","-12.979258","-38.463972","1","0"
"18","-12.979002","-38.463578","2","51"
"18","-12.978746","-38.463205","3","100"
"18","-12.978453","-38.462805","4","154"
"18","-12.978176","-38.462521","5","198"
"18","-12.977920","-38.462253","6","239"
"18","-12.977556","-38.462009","7","287"
"18","-12.977206","-38.461765","8","334"
"18","-12.976960","-38.461558","9","369"
"18","-12.976713","-38.461312","10","407"
"18","-12.976462","-38.461030","11","448"
"18","-12.976294","-38.460783","12","481"
"18","-12.976187","-38.460663","13","499"
"18","-12.976072","-38.460470","14","524"
"18","-12.976091","-38.460244","15","549"
"18","-12.976148","-38.460142","16","562"
"18","-12.976274","-38.459914","17","590"
"18","-12.976373","-38.459861","18","602"
"18","-12.976524","-38.459804","19","620"
"18","-12.976791","-38.459823","20","650"
"18","-12.976987","-38.459821","21","672"
"18","-12.977222","-38.459799","22","698"
"18","-12.977411","-38.459762","23","719"
"18","-12.977661","-38.459670","24","749"
"18","-12.977886","-38.459526","25","779"
"18","-12.978116","-38.459338","26","812"
"18","-12.978325","-38.459139","27","844"
"18","-12.978503","-38.458962","28","872"
"18","-12.978696","-38.458764","29","902"
"18","-12.978869","-38.458614","30","927"
"18","-12.979115","-38.458517","31","956"
"18","-12.979386","-38.458463","32","987"
"18","-12.979658","-38.458458","33","1017"
"18","-12.979920","-38.458479","34","1046"
"18","-12.980307","-38.458479","35","1089"
"18","-12.980652","-38.458528","36","1128"
"18","-12.980971","-38.458528","37","1164"
"18","-12.981400","-38.458560","38","1212"
"18","-12.981704","-38.458601","39","1246"
"18","-12.982133","-38.458649","40","1294"
"18","-12.982546","-38.458671","41","1340"
"18","-12.982865","-38.458676","42","1376"
"18","-12.983142","-38.458687","43","1407"
"18","-12.983298","-38.458601","44","1427"
"18","-12.983450","-38.458419","45","1453"
"18","-12.983738","-38.458161","46","1496"
"18","-12.984093","-38.457872","47","1546"
"18","-12.984471","-38.457664","48","1594"
"18","-12.984832","-38.457540","49","1636"
"18","-12.985208","-38.457513","50","1678"
"18","-12.985610","-38.457524","51","1723"
"18","-12.985872","-38.457529","52","1752"
"18","-12.986248","-38.457551","53","1794"
"18","-12.986682","-38.457513","54","1842"
"18","-12.987053","-38.457508","55","1883"
"18","-12.987351","-38.457556","56","1917"
"18","-12.987555","-38.457556","57","1940"
"18","-12.987649","-38.457524","58","1951"
"18","-12.987795","-38.457347","59","1976"
"18","-12.987947","-38.457164","60","2002"
"18","-12.988114","-38.457009","61","2027"
"18","-12.988273","-38.456851","62","2052"
"18","-12.988451","-38.456668","63","2080"
"18","-12.988628","-38.456427","64","2113"
"18","-12.988879","-38.456164","65","2153"
"18","-12.989099","-38.455880","66","2192"
"18","-12.989292","-38.455654","67","2225"
"18","-12.989533","-38.455333","68","2269"
"18","-12.989930","-38.454882","69","2335"
"18","-12.990045","-38.454791","70","2351"
"18","-12.990197","-38.454705","71","2370"
"18","-12.990479","-38.454716","72","2401"
"18","-12.990989","-38.454684","73","2458"
"18","-12.991236","-38.454662","74","2486"
"18","-12.991581","-38.454673","75","2524"
"18","-12.991789","-38.454675","76","2547"
"18","-12.992296","-38.454691","77","2603"
"18","-12.992762","-38.454680","78","2655"
"18","-12.993065","-38.454702","79","2689"
"18","-12.993399","-38.454723","80","2726"
"18","-12.993750","-38.454718","81","2765"
"18","-12.994408","-38.454723","82","2838"
"18","-12.994743","-38.454723","83","2875"
"18","-12.995171","-38.454734","84","2923"
"18","-12.995591","-38.454733","85","2970"
