"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
74054_D_983610,0,0,0,0,0,0,1,20240521,20240621
74054_S_983394,0,0,0,0,0,1,0,20240521,20240621
74054_U_1047385,1,1,1,1,1,0,0,20240521,20240621
74110_D_983611,0,0,0,0,0,0,1,20240521,20240621
74110_S_983395,0,0,0,0,0,1,0,20240521,20240621
74110_U_1047386,1,1,1,1,1,0,0,20240521,20240621
77493_D_983612,0,0,0,0,0,0,1,20240521,20240621
77493_S_983396,0,0,0,0,0,1,0,20240521,20240621
77493_U_1047387,1,1,1,1,1,0,0,20240521,20240621
68187_D_983613,0,0,0,0,0,0,1,20240521,20240621
68187_S_983397,0,0,0,0,0,1,0,20240521,20240621
68187_U_1047388,1,1,1,1,1,0,0,20240521,20240621
69300_U_1047384,1,1,1,1,1,0,0,20240521,20240621
69544_U_1016006,1,1,1,1,1,0,0,20240521,20240621
69548_U_1015992,1,1,1,1,1,0,0,20240521,20240621
78086_U_1029562,1,1,1,1,1,0,0,20240521,20240621
69643_D_983532,0,0,0,0,0,0,1,20240521,20240621
69643_S_983309,0,0,0,0,0,1,0,20240521,20240621
69643_U_1044805,1,1,1,1,1,0,0,20240521,20240621
69644_D_983575,0,0,0,0,0,0,1,20240521,20240621
69644_S_1050667,0,0,0,0,0,1,0,20240521,20240621
69644_U_1044807,1,1,1,1,1,0,0,20240521,20240621
77149_D_1025898,0,0,0,0,0,0,1,20240521,20240621
77149_S_1025248,0,0,0,0,0,1,0,20240521,20240621
77149_U_1025842,1,1,1,1,1,0,0,20240521,20240621
69648_U_1025843,1,1,1,1,1,0,0,20240521,20240621
69649_S_1025270,0,0,0,0,0,1,0,20240521,20240621
77152_U_1025844,1,1,1,1,1,0,0,20240521,20240621
77484_U_1025845,1,1,1,1,1,0,0,20240521,20240621
69653_D_983618,0,0,0,0,0,0,1,20240521,20240621
69653_S_983402,0,0,0,0,0,1,0,20240521,20240621
69652_S_983402,0,0,0,0,0,1,0,20240521,20240621
69652_U_1028639,1,1,1,1,1,0,0,20240521,20240621
69653_U_1028639,1,1,1,1,1,0,0,20240521,20240621
71447_D_983619,0,0,0,0,0,0,1,20240521,20240621
71447_S_983403,0,0,0,0,0,1,0,20240521,20240621
71447_U_993658,1,1,1,1,1,0,0,20240521,20240621
69656_D_983620,0,0,0,0,0,0,1,20240521,20240621
69656_S_983404,0,0,0,0,0,1,0,20240521,20240621
69656_U_1025848,1,1,1,1,1,0,0,20240521,20240621
77500_U_1044810,1,1,1,1,1,0,0,20240521,20240621
78054_D_983621,0,0,0,0,0,0,1,20240521,20240621
70572_D_983621,0,0,0,0,0,0,1,20240521,20240621
78054_S_983405,0,0,0,0,0,1,0,20240521,20240621
78054_U_980477,1,1,1,1,1,0,0,20240521,20240621
74542_U_980477,1,1,1,1,1,0,0,20240521,20240621
77157_D_1025899,0,0,0,0,0,0,1,20240521,20240621
70573_D_1025899,0,0,0,0,0,0,1,20240521,20240621
77157_S_1025249,0,0,0,0,0,1,0,20240521,20240621
74860_S_1025249,0,0,0,0,0,1,0,20240521,20240621
77157_U_1035044,1,1,1,1,1,0,0,20240521,20240621
77482_D_983622,0,0,0,0,0,0,1,20240521,20240621
77482_S_983406,0,0,0,0,0,1,0,20240521,20240621
77482_U_980478,1,1,1,1,1,0,0,20240521,20240621
70894_D_983623,0,0,0,0,0,0,1,20240521,20240621
70894_S_983409,0,0,0,0,0,1,0,20240521,20240621
70894_U_980479,1,1,1,1,1,0,0,20240521,20240621
77477_U_980480,1,1,1,1,1,0,0,20240521,20240621
77165_D_1025901,0,0,0,0,0,0,1,20240521,20240621
77165_S_1025250,0,0,0,0,0,1,0,20240521,20240621
77165_U_1035043,1,1,1,1,1,0,0,20240521,20240621
77167_D_1025900,0,0,0,0,0,0,1,20240521,20240621
77167_S_1025251,0,0,0,0,0,1,0,20240521,20240621
77167_U_1035045,1,1,1,1,1,0,0,20240521,20240621
77168_U_1035047,1,1,1,1,1,0,0,20240521,20240621
77820_U_1043411,1,1,1,1,1,0,0,20240521,20240621
71556_U_1042325,1,1,1,1,1,0,0,20240521,20240621
71884_U_993579,1,1,1,1,1,0,0,20240521,20240621
77550_U_1047394,1,1,1,1,1,0,0,20240521,20240621
77824_U_1010390,1,1,1,1,1,0,0,20240521,20240621
73545_U_1025828,1,1,1,1,1,0,0,20240521,20240621
73679_U_1043402,1,1,1,1,1,0,0,20240521,20240621
73834_D_1025903,0,0,0,0,0,0,1,20240521,20240621
73834_S_1025252,0,0,0,0,0,1,0,20240521,20240621
73834_U_1035050,1,1,1,1,1,0,0,20240521,20240621
77175_D_1025904,0,0,0,0,0,0,1,20240521,20240621
77175_S_1025255,0,0,0,0,0,1,0,20240521,20240621
77175_U_1035051,1,1,1,1,1,0,0,20240521,20240621
73837_D_1025905,0,0,0,0,0,0,1,20240521,20240621
73837_S_1025256,0,0,0,0,0,1,0,20240521,20240621
73837_U_1035052,1,1,1,1,1,0,0,20240521,20240621
73838_D_1025906,0,0,0,0,0,0,1,20240521,20240621
73838_S_1025257,0,0,0,0,0,1,0,20240521,20240621
73838_U_1035053,1,1,1,1,1,0,0,20240521,20240621
77176_D_1025907,0,0,0,0,0,0,1,20240521,20240621
77176_S_1025258,0,0,0,0,0,1,0,20240521,20240621
77176_U_1035061,1,1,1,1,1,0,0,20240521,20240621
77412_D_1025908,0,0,0,0,0,0,1,20240521,20240621
77412_S_1025259,0,0,0,0,0,1,0,20240521,20240621
77412_U_1035054,1,1,1,1,1,0,0,20240521,20240621
77180_D_1025909,0,0,0,0,0,0,1,20240521,20240621
77180_S_1025260,0,0,0,0,0,1,0,20240521,20240621
77180_U_1035055,1,1,1,1,1,0,0,20240521,20240621
74028_D_1025910,0,0,0,0,0,0,1,20240521,20240621
74028_S_1025261,0,0,0,0,0,1,0,20240521,20240621
74028_U_1035056,1,1,1,1,1,0,0,20240521,20240621
74040_D_1025911,0,0,0,0,0,0,1,20240521,20240621
74040_S_1025262,0,0,0,0,0,1,0,20240521,20240621
74040_U_1035062,1,1,1,1,1,0,0,20240521,20240621
74033_D_1025912,0,0,0,0,0,0,1,20240521,20240621
74033_S_1025263,0,0,0,0,0,1,0,20240521,20240621
74033_U_1035057,1,1,1,1,1,0,0,20240521,20240621
77389_D_1025913,0,0,0,0,0,0,1,20240521,20240621
77389_S_1025264,0,0,0,0,0,1,0,20240521,20240621
77389_U_1035058,1,1,1,1,1,0,0,20240521,20240621
77391_D_1025914,0,0,0,0,0,0,1,20240521,20240621
77391_S_1025265,0,0,0,0,0,1,0,20240521,20240621
77391_U_1035059,1,1,1,1,1,0,0,20240521,20240621
74046_D_1025915,0,0,0,0,0,0,1,20240521,20240621
74046_S_1025266,0,0,0,0,0,1,0,20240521,20240621
74046_U_1035060,1,1,1,1,1,0,0,20240521,20240621
74049_D_1025902,0,0,0,0,0,0,1,20240521,20240621
74049_S_1025254,0,0,0,0,0,1,0,20240521,20240621
74049_U_1035046,1,1,1,1,1,0,0,20240521,20240621
77166_S_1025253,0,0,0,0,0,1,0,20240521,20240621
77166_U_1035048,1,1,1,1,1,0,0,20240521,20240621
77485_D_983614,0,0,0,0,0,0,1,20240521,20240621
77485_S_983398,0,0,0,0,0,1,0,20240521,20240621
77485_U_1047389,1,1,1,1,1,0,0,20240521,20240621
74203_D_983615,0,0,0,0,0,0,1,20240521,20240621
74203_S_983399,0,0,0,0,0,1,0,20240521,20240621
74203_U_1047390,1,1,1,1,1,0,0,20240521,20240621
74782_D_1003785,0,0,0,0,0,0,1,20240521,20240621
77169_U_1035049,1,1,1,1,1,0,0,20240521,20240621
77392_U_1035042,1,1,1,1,1,0,0,20240521,20240621
77171_U_1025823,1,1,1,1,1,0,0,20240521,20240621
77172_U_1025824,1,1,1,1,1,0,0,20240521,20240621
